target,context
"Cargill thinks that even though the merchant has a contract stating that it won't bring this cocoa to market until after Marc, there is some evidence the contract has been modified.","['He said that if little cocoa actually has arrived at the ports, shipping delays could result.', 'This is the worry that probably brought steadiness to the market earlier in the week, he said.', 'There was also some fear that without Ivory Coast cocoa a large French cocoa merchant, Cie.', 'Financiere Sucre et Denrees, might not be able to deliver cocoa against the contracts it had sold earlier for December delivery in London.', 'However, the French merchant has abou, tons of old crop Ivory Coast cocoa stored in the Netherlands from an agreement it had negotiated with the Ivory Coast last spring.']"
"In fact, he thinks several steelmakers will report actual losses through the third quarter o.","['Bethlehem Steel Corp., hammered by higher costs and lower shipments to key automotive and service-center customers, posted % drop in third-quarter profit.', ""Separately, two more of the nation's top steelmakers -- Armco Inc. and National Intergroup Inc. -- reported lower operating earnings in their steel businesses, marking what is generally believed to be the end of a two-year boom in the industry."", 'Wall Street analysts expect the disappointing trend to continue into the fourth quarter and through at least the first two quarters o, when the industry will increasingly see the effect of price erosion in major product lines, such as rolled sheet used for cars, appliances and construction.', '""It doesn\'t bode well for coming quarters,"" said John Jacobson, who follows the steel industry for AUS Consultants.']"
"With Japan running enormous trade surpluses against much of the world, they think that Japan should meet the increased domestic demand by importing more.","[""The investment boom is mainly sparked, they say, by strong domestic demand and isn't likely to increase exports sharply."", ""Moreover, much investment isn't aimed at increasing capacity."", 'According to a survey of som, large companies by the Japan Development Bank, expanded capacity is the goal of jus.8% of the outlays; for manufacturers alone, the figure i%.', 'The manufacturers sai.2% of their spending is designed to improve products or add new ones, 1% is to cut costs, 1% is for research and development, and the rest is for maintenance and other purposes.', 'But the worriers remain unconvinced.']"
But some market players still think earthquake speculation could have more impact on the oil markets.,"['Heating oil finished a.6 cents, dow.45 cent.', '""The market was basically acting on two contradictory forces,"" said Nauman Barakat of Shearson Lehman Hutton Inc.', '""One is the panic, the earthquake in San Francisco, which is positive.""', 'But once that factor was eliminated, traders took profits and focused on crude oil inventories, Mr. Barakat said.', 'After the market closed Tuesday, the American Petroleum Institute had reported that crude stocks increased b.7 million barrels in the week ended Friday, which traders viewed as bearish.']"
Maybe he thinks they should also sell to the highest bidder.,"['N. Joseph Potts', 'Miami Lakes, Fla.', 'Would Mr. Laband also suggest that the Red Cross, Salvation Army, military units, police, fire departments, rescue units and individual citizens cease their efforts to assist Hugo\'s victims because they interfere with his concept of the ""free market""?', 'What about those caring people all over the country who are donating food, water and other necessities of life to these people who could be any of us?', 'Should they, too, stop ""messing with"" his free market?']"
Yet they somehow think that Wall Street is indifferent to losing the tax cut that seemed so close Friday morning and is now problematic.,"[""Instead, the press corps readily accepted the notion that a snag in the takeover financing of United Airlines instantly knocke% off the value of the nation's capital stock and caused convulsions around the world."", 'Mr. Rahn was pointing out an elephant rumbling through Wall Street while conventional wisdom had fastened on the UAL flea.', 'Why is this happening?', 'For one thing, quite a number of the leading spokesmen on Wall Street are not portfolio managers, who understand that the value of assets is greatly affected by how government taxes those assets.', 'They are economists and financial reporters who sympathize with the view that a capital-gains tax cut benefits the rich.']"
"We think revenue will continue to grow and that we can control costs and thus improve profitability.""","['MCI claims abou% of the overall long-distance telephone market but just unde% of the $23 billion residential market.', 'It has been trying to improve its share of the residential market.', 'The company wants its business mix to more closely match that of AT&T -- a step it says will help prevent cross subsidization.', 'Mr. Akerson said MCI recorded ""another solid cash positive quarter,"" its fourth in a row, but declined to comment on whether the company is considering a dividend or is planning any acquisition.', 'The current quarter, he said, ""looks fine.']"
You think you can go out and turn things around.,"['""When a company realizes that, it\'s hard to go with Wang.""', 'For Mr. Tait, who says he used to earn as much as $, a year at Wang, it was one more reason to quit.', 'He is now president of Eastate Homes Inc., an Indianapolis contractor.', 'It can be hard for a salesperson to fight off feelings of discouragement.', 'Brian Petre, a former Wang salesman in upstate New York, says: ""You have pride in your job.']"
"""We think everything will go this way in a few years.""","['Optical-storage devices can handle very large amounts of data and make it far easier to edit film clips or audio recordings with a computer.', 'But the technology, while reliable, is far slower than the widely used hard drives.', ""To get around the delays caused by the optical device, Businessland, which is Next's exclusive dealer to corporations, has for months been advising customers to purchase hard drives with the machines."", ""Next's decision to rely on the more-established hard drive in every Next computer doesn't signal a retreat from optical storage, said Mr. Jobs, who for years has said this technology will play a crucial role in the next decade."", '""We\'re extremely committed to optical storage technology"" he said.']"
"Mr. Zafris thinks rates are heading down, helping small companies.","[""If it doesn't, he says, the company would have to change its expansion timetable."", 'But the market turmoil could be partially beneficial for some small businesses.', 'In a sagging market, the Federal Reserve System ""might flood the market with funds, and that should bring interest rates down,"" says Leonard T. Anctil, vice president of the Bank of New England, Boston.', 'James G. Zafris, president of Danvers Savings Bank, Danvers, Mass., says the market turmoil ""is an absolute non-event for small business.""', 'For small companies, he says, interest rates are far more important than what happens on stock exchanges.']"
"Peter Drake, biotechnology analyst for Vector Securities International, Chicago, thinks market uncertainty may encourage small companies to form more strategic alliances with big corporations.","['But the market turmoil could be partially beneficial for some small businesses.', 'In a sagging market, the Federal Reserve System ""might flood the market with funds, and that should bring interest rates down,"" says Leonard T. Anctil, vice president of the Bank of New England, Boston.', 'James G. Zafris, president of Danvers Savings Bank, Danvers, Mass., says the market turmoil ""is an absolute non-event for small business.""', 'For small companies, he says, interest rates are far more important than what happens on stock exchanges.', 'Mr. Zafris thinks rates are heading down, helping small companies.']"
"Alan Wells, president of Bollinger, Wells, Lett & Co., a New York merger specialist, thinks panicky investors may lose their enthusiasm for leveraged buy-out and giant takeover deals.","['For small companies, he says, interest rates are far more important than what happens on stock exchanges.', 'Mr. Zafris thinks rates are heading down, helping small companies.', 'Peter Drake, biotechnology analyst for Vector Securities International, Chicago, thinks market uncertainty may encourage small companies to form more strategic alliances with big corporations.', 'Partly because th market crash made it harder for them to find financing, many high-technology concerns have made such alliances recently.', 'Some even see a silver lining in the dark clouds.']"
"I think the market is in good shape.""","[""Traders said yesterday's rally was fueled by insurance companies looking for bargains after a drastic slide in prices the past month."", ""In addition, mutual funds didn't appear to be major sellers of high-yield securities as was expected."", '""Sometimes a shakeout is healthy,"" said Drexel\'s Mr. Feinman.', '""People will learn to be more circumspect.', 'If they do good credit analysis, they will avoid the hand grenades.']"
Some think investors should sell into rallies.,"['According to Institutional Brokers Estimate System, Wall Street market strategists see only .4% jump in company profits i -- unlike i, when profits a year out looked good (they did soa% i).', ""Bulls say the market is an incredible bargain, priced at only abou times estimate earnings for stocks in the Standard & Poor' index."", 'Before th crash, the P/E was more tha.', 'The common view, says Abby Cohen, strategist for Drexel Burnham Lambert, is that there will be ""mild economic growth, modest profit expansion, and things are going to be hunky-dory.', 'Our view is that we may see a profit decline.""']"
"She thinks the market could drop abou% in the next few months, then recover and go higher.","['Many investors have nagging worries, however.', 'Newspapers are full of headlines about companies defaulting on their debts and banks writing off real estate loans.', ""That hurts investors' confidence in the economy and stocks."", 'Not even all the brokerage firms see clear sailing ahead.', '""Disappointing profits are likely to get worse in the next two quarters,"" says Mary Farrell, a market strategist at PaineWebber.']"
"""You should really think twice if you think you can out-smart the system.""","[""The cost of executing stock orders varies from brokerage to brokerage and with the size of the order, bu% of the order's value is an average, says Stephen Boesel, manager of T. Rowe Price's Growth and Income mutual fund."", 'And assuming their first investment is successful, investors will have to pay taxes on their gains.', 'That can reduce returns by a third or more, once local taxes are included, Mr. Lipper says.', ""After that, individual traders face the risk that the new investment they choose won't perform well -- so their trading costs could be sustained for nothing."", '""It\'s very tough for most individuals to out-trade the mutual funds or the market,"" says Mr. Lipper.']"
"In all the finger-pointing in the wake of Friday's stock-market plunge, you'd think the Transportation Department, of all agencies, would be safe.",[]
Some people on Wall Street -- and even some in the Bush administration -- think that Transportation Secretary Samuel Skinner may have played a second-hand role in the stock slide.,"[""In all the finger-pointing in the wake of Friday's stock-market plunge, you'd think the Transportation Department, of all agencies, would be safe."", 'Look again.']"
"Mr. Gallagher thinks that much of the heavy trading in UAL shares was ""one arb passing it on to another.","['Arbitragers at several major Wall Street securities firms said that UAL was by far the biggest stock position that they owned.', 'They also believe that UAL was the biggest position for most other arbs.', '""In the arbitrage community, UAL was viewed as being a very safe deal,"" said one trader.', ""Arbs believed that major banks would easily finance the UAL buy-out group's $ billion bid, and were stunned on Friday when the group couldn't obtain the necessary loans."", ""Several traders said they weren't selling UAL shares because they believe the buy-out group will be able to obtain financing to complete the acquisition eventually, although perhaps at a price of less than $ a share.""]"
Battelle's Mr. McCall thinks steelmakers should concentrate more on construction.,"['When they determined that GM needed parts more quickly, Armco convinced a steel service center to build a processing plant nearby so shipments could be delivered withi minutes.', 'Cementing such relationships with major clients -- car and appliance makers -- is a means of survival, especially when those key clients are relying on a smaller pool of producers and flirting with plastic and aluminum makers.', 'For example, when Detroit began talking about plastic-bodied cars, the American Iron and Steel Institute began a major lobbying effort to show auto makers how they could use steel more efficiently by simply redesigning how a car door is assembled.', 'But steelmakers must also find new markets.', ""After letting aluminum-makers take the recycling lead, a group of the nation's largest steelmakers started a recycling institute to promote steel cans to an environmentally conscious nation.""]"
Few analysts think it is worth their time to slog through the Polaroid trial testimony.,"['Afte days of mind-numbing testimony in federal court in Boston, the trial is being all but ignored by analysts and patent attorneys.', 'Most have read the pre-trial documents, however, and estimate Kodak will be ordered to pay $1 billion to $ billion for infringing on seven Polaroid patents.', 'That may be the largest patent award ever, but it is well below the $12 billion Polaroid seeks.', 'The highest patent damage award to date was i, when Smith International Inc. was ordered to pay $ million to Baker Hughes Inc. for infringing on a patent on an oil drilling bit seal.', 'The two companies later agreed to settle for $95 million.']"
"Two analysts who have read the transcripts, David Nelson of Shearson Lehman Hutton Inc. and Calvert D. Crary, a litigation analyst at Labe, Simpson & Co., think Judge A. David Mazzone will decide in Kodak's favor on the ""willful and deliberate"" issue.","['You might find something, but the chances are low,"" said Michael Ellman, an analyst at Wertheim Schroder & Co.', 'And Eugene Glazer, an analyst at Dean Witter Reynolds Inc., said: ""If you hired an attorney to be there all the time and give you a (prediction) of the eventual award, I would be willing to bet that he would be off"" by a lot.', '-day trial in the earls determined that Kodak, based in Rochester, N.Y., infringed on patents of Polaroid, of Cambridge, Mass.', 'The main issues remaining are how to calculate damages and whether the infringement was ""willful and deliberate.""', 'If so, the damages could be tripled.']"
So I think the conceptual base needs to be thought out in a different way.,"['With these incentives, demand creates its own supply and a criminal network along with it.', ""It seems to me we're not really going to get anywhere until we can take the criminality out of the drug business and the incentives for criminality out of it."", 'Frankly, the only way I can think of to accomplish this is to make it possible for addicts to buy drugs at some regulated place at a price that approximates their cost.', 'When you do that you wipe out the criminal incentives, including, I might say, the incentive that the drug pushers have to go around and get kids addicted, so that they create a market for themselves.', ""They won't have that incentive because they won't have that market.""]"
"I think the reason is that you are confusing tax ""rates"" with tax ""payments.""","['Why do you continually ignore the salubrious effects of indexing the basis of capital gains for inflation?', 'Why do you maintain the House-passed capital-gains plan is a ""temporary"" reduction when it is not?']"
"Some people may think of nerds as calculator-toting, socially awkward individuals with shirt-pocket liners for their pencils and a preoccupation with computers and matters numerical.","['And like college radicals everywhere, they are talking about a demonstration -- where protesters would gather quietly near the science building and raise their hands, classroom style.', ""Such is the fiber of the wool that woolly intellectuals let fly at gatherings of Harvard University's new Society of Nerds and Geeks, or SONG."", ""SONGsters are mad as heck about campus anti-intellectualism and they aren't going to take it anymore, at least not without trying a few really neat ideas first."", '""We could have called ourselves the Academic Intellectual Society, but then everyone would have said, `Oh, you mean the nerd-and-geek club, \'"" Leonid Fridman, SONG\'s graduate-student adviser, tol attendees at the club\'s inaugural meeting earlier this month.', 'Membership has since swelled to betwee an.']"
"But SONG founder Jeremy Kahn, a Harvard junior, thinks of nerds and geeks more as ""nonconformists,"" albeit with a studious bent.","[""SONGsters are mad as heck about campus anti-intellectualism and they aren't going to take it anymore, at least not without trying a few really neat ideas first."", '""We could have called ourselves the Academic Intellectual Society, but then everyone would have said, `Oh, you mean the nerd-and-geek club, \'"" Leonid Fridman, SONG\'s graduate-student adviser, tol attendees at the club\'s inaugural meeting earlier this month.', 'Membership has since swelled to betwee an.', 'Some people may think of nerds as calculator-toting, socially awkward individuals with shirt-pocket liners for their pencils and a preoccupation with computers and matters numerical.', 'Geeks, by at least one definition, are chicken-mutilating circus freaks.']"
"Many economists think the rise in the value of the U.S. dollar this year will further crimp progress in trade, because it makes exports more expensive and imports cheaper.","['Imports of goods and services soared, while exports were flat.', 'Some economists found the mixture ominous.', '""For the past two years, the foreign trade sector has been a major contributor to economic growth.', 'You can\'t rely now solely on consumer spending to sustain the economy on a solid growth path,"" said Norman Robertson, chief economist at Mellon Bank in Pittsburgh.', 'Although the economy showed no change of pace from the second quarter, many analysts expect it to slow considerably in the fourth quarter as demand for autos falls, partly because of higher prices on models introduced last month.']"
"To do that, they must think in terms of sheetrock by the square foot, carpeting by the square yard, wallpaper by the roll, molding by the linear foot.","['For example, officials at Walnut Creek office learned that the Amfac Hotel near the San Francisco airport, which is insured by Aetna, was badly damaged when they saw it on network television news.', '""The secret to being a good adjuster is counting,"" says Gerardo Rodriguez, an Aetna adjuster from Santa Ana.', '""You have to count everything.""', 'Adjusters must count the number of bathrooms, balconies, fireplaces, chimneys, microwaves and dishwashers.', 'But they must also assign a price to each of these items as well as to floors, wallcoverings, roofing and siding, to come up with a total value for a house.']"
"This morning as I drove th miles to my law office and endured the routine heavy traffic during that twice-daily journey, I thought of how fortunate it was that we made the decision to be residents of an expanding community with so many opportunities and where so much is happening.","['I was impressed by the perceptiveness of your Sept. 12 story ""Rural Enterprise: Tough Row To Hoe.""', 'We lived in rural areas many years, but now live in St. Louis County, Mo.']"
"I thought back to our time in small, sparsely populated communities.","['I was impressed by the perceptiveness of your Sept. 12 story ""Rural Enterprise: Tough Row To Hoe.""', 'We lived in rural areas many years, but now live in St. Louis County, Mo.', 'This morning as I drove th miles to my law office and endured the routine heavy traffic during that twice-daily journey, I thought of how fortunate it was that we made the decision to be residents of an expanding community with so many opportunities and where so much is happening.', 'The presence of so many people, cars and competing businesses is evidence of a healthy economy in a place where people want to live.']"
"""I think they should close down the futures exchange and then we could get back to investing.""","['When Chicago futures prices jump up or down, the New York Stock Exchange follows.', 'On Tuesday, for instance, the Dow Jones Industrial Average plunge points in little more than an hour.', 'Then, in the space of -minute coffee break, the average rallied almost all of the way back.', 'Paul Lesutis, who manages more than $3 billion of investments at Provident Capital Management Inc., blames futures markets for leading the way.', '""The fundamentals don\'t change in an hour,"" he says.']"
"""In the end, I think David will be judged for being David.""","[""The former U.S. attorney, who prosecuted targets ranging from Mafia dons to Wall Street executives, has succeeded in raising questions about Mr. Dinkins's ethical standards, but so far has failed to generate excitement about his own candidacy."", 'As a Republican in an overwhelmingly Democratic city, Mr. Giuliani has an inherent handicap.', 'As a first-time candidate, he has been slow to learn the nuances of New York City politicking.', 'Mr. Giuliani is finding that Mr. Dinkins, in his many years in public life, has built up considerable good will that so far has led many voters to overlook certain failings.', '""The bottom line is that he is a very genuine and decent guy,"" says Malcolm Hoenlein, a Jewish community leader.']"
"""I think it's on the way back now.","['Norman Young, a ""mud-logger"" at the Sniper well, has worked all but about nine days of this year.', 'Last year, ""I was off a straight month, then one time for two to three weeks and another two to three weeks,"" he says.', 'Butch McCarty, who sells oil-field equipment for Davis Tool Co., is also busy.', 'A native of the area, he is back now after riding the oil-field boom to the top, then surviving the bust running an Oklahoma City convenience store.', '""First year I came back there wasn\'t any work,"" he says.']"
"""I think you'll see share prices go down, and sterling now is under something of a cloud.""","[""The surprise resignations of two top economic government officials heaped more uncertainty on London's financial markets, which already have been laboring under worries about Britain's ailing economy."", '""The last thing markets like is uncertainty,"" said Ian Harwood, chief economist at S.G. Warburg & Co., of the resignations of Chancellor of the Exchequer Nigel Lawson and chief economic adviser Sir Alan Walters.']"
"More often than not, ringers think of the church as something stuck on the bottom of the belfry.","['Skilled ringers use their wrists to advance or retard the next swing, so that one bell can swap places with another in the following change.', 'In a well-known detective-story involving church bells, English novelist Dorothy L. Sayers described ringing as a ""passion {that} finds its satisfaction in mathematical completeness and mechanical perfection.""', 'Ringers, she added, are ""filled with the solemn intoxication that comes of intricate ritual faultlessly performed.""', '""Ringing does become a bit of an obsession,"" admits Stephanie Pattenden, master of the band at St. Mary Abbot and one of England\'s best female ringers.', 'It is a passion that usually stays in the tower, however.']"
"Think about the good you can do for just $1 a month, about the cost of a mid-size Chevrolet or two semesters at a state university.","[""At the same time, you'll give your Foster Savings Institution the gift of hope and freedom from the federal regulators who want to close its doors -- for good."", 'As a Foster Corporate Parent, you will experience the same joy felt by Robert Bass, Lewis Ranieri, William Simon and others, who find ways to help troubled savings institutions and their employees help themselves.', 'That builds confidence, self sufficiency, not to mention critical regulatory net worth.', ""Don't wait -- a savings institution needs your help now!"", ""Every day you delay, a savings institution's health -- and the federal budget deficit -- grows worse.""]"
"""I think that this magazine is not only called Garbage, but it is practicing journalistic garbage,"" fumes a spokesman for Campbell Soup.","['From an advertising standpoint, the problem is these offenders are likely to be some of the same folks that are major magazine advertisers these days.', 'With only two issues under its belt, Garbage has alienated some would-be advertisers and raised the ire of others.', 'Campbell Soup, for one, is furious its Souper Combo microwave product was chastised in the premiere ""In the Dumpster"" column.', ""The magazine's editors ran a giant diagram of the product with arrows pointing to the packaging's polystyrene foam, polyproplene and polyester film -- all plastic items they say are non-biodegradable."", '""It\'s precisely the kind of product that\'s created the municipal landfill monster,"" the editors wrote.']"
But Nevada state labor economists think a shortage is probable.,"['By a rule of thumb o.5 new jobs for each new hotel room, Clark County will have nearl, new jobs.', 'The county at the end o ha, jobs, 9 of them in the tourist industry.', 'Projects in the talking or blueprint stage would add a furthe, rooms.', 'Hotel-casino operators play down the possibility of a labor shortage.', 'After all, 4 newcomers a year are settling in the Las Vegas Valley.']"
"Further, I think Mr. Knight made a poor choice in picking ""A Fish Called Wanda"" as an example of the deplorable state of modern comedy movies.","['As a fan of older movies from ths on, I do not find modern comedies contain violence, sex and foul language to any greater degree than other recent movies.', 'Older movies have plenty of violence, though it is portrayed in keeping with the more restrictive social conventions of the time.', 'For example, one of my favorite movies is th British comedy ""Kind Hearts and Coronets,"" in which the entire comedy is based on actor Dennis Price\'s murdering eight titled relatives (all played by Alec Guinness) because they snubbed his mother and stand in the way of his acquiring the family title.', 'Similarly, one of the most popular comedy genres of ths and \'40s was the ""murder mystery/ comedy.""', 'The ""Thin Man"" series of movies, as well as many others, based their entire comedic appeal on the star detectives\' witty quips and puns as other characters in the movies were murdered.']"
Those investors think SCI TV needs new equity to survive.,"['SCI TV, which is controlled by Nashville, Tenn., entrepreneur George Gillett, owns six TV stations, including several CBS Inc. affiliates.', 'It is having trouble meeting its debt payments because of heavy borrowing i for a leveraged buy-out.', 'Through investment banker Drexel Burnham Lambert Inc., SCI TV is offering to exchange three classes of junk bonds for packages of new bonds and equity that investors value at ranges fro cents t cents on the dollar.', 'KKR would give up % equity stake to bondholders, while Mr. Gillett would surrender a% stake.', ""While one big SCI TV investor thinks that's pretty generous, many junkholders had been hoping that KKR and Mr. Gillett would invest new money in SCI TV.""]"
"In addition, White House aides think that there are numerous other important measures Democrats badly wanted passed -- such as the scaling back of a controversial catastrophic health-care plan for the elderly -- that might provide the president leverage in cutting deals with Democrats.","['Estimates requested by Sen. Mitchell from the Congressional Joint Taxation Committee show that the riches taxpayers got an average benefit from the capital-gains differential of $13 million each i, the last year for which figures are available.', 'White House officials acknowledged yesterday that Democrats still are reluctant to publicly express support for the Packwood-Roth capital gains proposal because they are loath to buck Sen.', 'Mitchell.', 'As a result, the officials said they are open to making a variety of deals with Senate Democrats to win their support for a capital-gains tax cut.', 'Democrats asked in this week for discussions with President Bush have suggested ways of ""tinkering"" with the Packwood-Roth proposal, suggesting an interest in looking for a modified version they can back, one official said.']"
"""But from this point forward, I think the jury is definitely out.""","['Although RJR is having no trouble meeting cash-interest payments, it is too early to tell just how onerous the high-interest PIK notes will be once they come due.', 'Moreover, asset sales, which have gone smoothly so far, could hit some hurdles.', ""Yesterday, prices of RJR's high-yield junk bonds fell on rumors of problems with the Del Monte deal."", ""Since Oct. 4, the price of RJR's junior bonds has fallen by abou%."", '""Everything had gone well until the junk market went into disarray,"" said David Goldman, an analyst with Nomura Securities International Inc.']"
"""I think our paper has been well received.","[""RJR's executives say they aren't concerned about the troubled junk-bond market yet."", '""We certainly wouldn\'t want to reset those bonds today,"" said Mr. von der Heyden.', '""If the markets don\'t recover, it will be costly.', 'But we have until Apri, , to do it.""', '""I really don\'t worry about what happens in the bond market from day to day, or even week to week,"" added Mr. Gerstner, RJR\'s chairman.']"
"But Mr. Feshbach thinks other hazardous-waste companies' stocks ""could be a fruitful area {for shorting} because a number of companies have reported disappointing earnings"" recently.","['It has a superb record of earnings growth and a strong balance sheet.', ""Citing those attributes, several well-known short sellers say they aren't the ones doing the shorting."", 'Shorting because of a high stock price alone is ""a recipe for death,"" said Julian Robertson of Tiger Management in New York.', 'Chemical Waste Management is ""not our kind of short,"" said Joe Feshbach, one of the three brothers who run Feshbach Brothers, generally considered the nation\'s largest short-selling firm.', 'The company, he said, is too well-capitalized to ""go away.""']"
"This time, however, some analysts think he could face a real battle.","[""Mr. Fournier said Navigation Mixte' unconsolidated, or parent-company, profit is likely to b.7 billion francs ($.4 million), up fro.8 million francs last year."", ""That is due mostly to payments from Allianz for most of th% stake it has agreed to acquire in Navigation Mixte's insurance business."", 'Mr. Fournier said the exceptional gain would mean nearly twice as high a dividend this year as last.', 'If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.', 'Analysts noted that over the pas years, Mr. Fournier has built his company through astute stock-market activity and has warded off at least three takeover attempts.']"
He thinks Dow Jones will end up paying $20 or $21 a share for Telerate.,"['The traders are betting Dow Jones will increase its $18-a-share offer in order to acquire full ownership of Telerate, an electronic distributor of financial-market information.', 'Several takeover stock traders said yesterday they expect Dow Jones to offer at least $21.', 'Some analysts, investment bankers and institutional investors who have studied Telerate have said they believe the company could fetch between $25 and $30 a share if it were put up for auction.', 'But the takeover stock traders, who declined to be identified, said they believe it is unrealistic to expect Dow Jones will pay that much, considering it already owns abou% of Telerate.', ""Bruce Thorp, an analyst at Philadelphia-based Provident National Bank, said Dow Jones's tender offer reflects a typical premium for the purchase of a remaining minority stake.""]"
"I think they want some infusion of a different attitude about how you go about communicating the advantages of a certain client.""","['Industry executives generally lauded the move to bring in Mr. Hamilton, saying the office needs a kick from the outside.', ""But they questioned whether there might be a culture clash between buttoned-up Ogilvy and Mr. Hamilton, a-year veteran of Chiat/Day's freewheeling, no-walls-no-doors culture."", 'Mr. Hamilton, after all, presided over -- among other things -- the weird U.B.U. Reebok campaign while at Chiat/Day.', 'Ogilvy creates more-mainstream ads for clients including American Express, Seagram and Mattel.', 'But in an interview, Mr. Hamilton said a culture clash ""is part of the agenda.']"
"Moreover, junk professionals think Columbia's huge third-quarter markdown of its junk portfolio to $ billion wasn't enough, meaning another markdown could be coming.","['Junk-bond markdowns, an ongoing Securities and Exchange Commission investigation, a Drexel Burnham Lambert connection, a fizzled buy-out rumor.', 'All this has cast a pall over Columbia Savings & Loan Association and its high-rollin-year-old chairman, Thomas Spiegel, who built the $1 billion Beverly Hills, Calif., thrift with high-yield junk bonds.', ""Bears have targeted Columbia's stock because of the thrift's exposure to the shaky junk market."", ""And some investors fault Mr. Spiegel's life style; he earns millions of dollars a year and flies around in Columbia's jet planes."", 'Columbia stock recently hi , after reachin  earlier this year on rumors that Mr. Spiegel would take the thrift private.']"
"Some think Columbia's thrift, which now is seeking a new chief operating officer, might be capitalized at, say $ million, and shopped to a commercial bank that wants a California presence.","[""These were Allied Stores, Western Union Telegraph, Gillett Holdings, SCI Television and Texas Air, though many other bonds in Columbia's portfolio also have lost value."", 'Possibly offsetting that, Columbia recently estimated it has unrealized gains on publicly traded equity investments of more than $70 million.', 'It also hopes for ultimate gains of as much as $ million on equity investments in buy-outs and restructurings.', 'One trial balloon Mr. Spiegel is said to have floated to investors: Columbia might be broken up, as Mellon Bank was split into a good bank and a bad bank.', ""But Columbia's good bank would be a regulated thrift, while the bad bank would be a private investment company, holding some of Columbia's junk bonds, real estate and equity investments.""]"
"Few people think Mr. Spiegel wants to run a bread-and-butter thrift, which current rules would force Columbia to become.","['Meanwhile, the bad bank with the junk bonds -- and some capital -- might be spun off to Columbia shareholders, including Mr. Spiegel, who might then have a new career, investors say.', ""It isn't clear how much a restructuring would help Columbia stockholders."", 'But ""the concept is workable.', 'You sell the good bank as an ongoing operation and use some of the proceeds to capitalize the bad bank,"" says thrift specialist Lewis Ranieri of Ranieri Associates in New York.', ""Mr. Spiegel's next career move is a subject of speculation on Wall Street.""]"
"Many people, including the Big Board, think that it's too late to put the genie back in the bottle.","['The anti-programmers are getting some helpful thunder from Congress.', 'Program traders\' ""power to create total panic is so great that they can\'t be allowed to have their way,"" says Rep. Edward Markey, a Massachusetts Democrat.', '""We have to have a system that says to those largest investors: `Sit down!', 'You will not panic, you will not put the financial system in jeopardy. \'""', 'But the prospects for legislation that targets program trading is unlikely anytime soon.']"
Think about what causes the difference in prices between the two markets for S& stocks -- usually it is large investors initiating a buy or sell in Chicago.,"['All arguments against program trading, even those pressed without fact, conclude with three expected results after ""reforms"" are implemented: 1) reduced volatility, 2) a long-term investment focus, an) a level playing field for the small investor.', 'But many of these reforms are unneeded, even harmful.', 'Reducing volatility.', 'An index-arbitrage trade is never executed unless there is sufficient difference between the markets in New York and Chicago to cover all transaction costs.', ""Arbitrage doesn't cause volatility; it responds to it.""]"
"Something like one-third of the nation' largest cities are thinking about new stadiums, ranging from Cleveland to San Antonio and St. Petersburg.","[""He is an avid fan of a proposition on next week's ballot to help build a replacement for Candlestick Park."", ""Small wonder, since he's asking San Francisco taxpayers to sink up to $ million into the new stadium."", 'As San Francisco digs out from The Pretty Big One, opponents say the last thing the city can afford is an expensive new stadium.', 'A stadium craze is sweeping the country.', ""It's fueled by the increasing profitability of major-league teams.""]"
"Since the new park will have onl, spaces, Mr. Christopher thinks backers are playing some fiscal ""games"" of their own with the voters.","['Its backers fielded every important interest on their team -- a popular mayor, the Chamber of Commerce, the major media -- and spent $, on promotion.', 'But voters decided that if the stadium was such a good idea someone would build it himself, and rejected i% t%.', 'In San Francisco, its backers concede the ballpark is at best running even in the polls.', ""George Christopher, the former San Francisco mayor who built Candlestick Park for the Giants in ths, won't endorse the new ballpark."", 'He says he had Candlestick built because the Giants claimed they neede, parking spaces.']"
But he thinks investors may be overreacting to the market's problems.,"['On Friday, some issues fell nearly one point, or close to $10 for each $ face amount.', ""The sell-off in New York City bonds was triggered by concerns about the city's financial health and political uncertainty in view of the impending mayoral election."", ""The city's economy is growing weaker and expenditures are rising as tax revenue is falling."", '""The city has issued so much supply recently that some people are getting a little concerned.', 'They\'d like to see some other names in their portfolios,"" said Michael S. Appelbaum, first vice president at Shearson Lehman Hutton.']"
The firm is thought to have purchased up to $3 billion o-year bonds in a buying spree on Wednesday and the previous Thursday.,"[""Credit market analysts expected the Treasury to cancel today's three-month and six-month sale and to sell $17 billion of cash management bills."", 'Instead, the Treasury announced it would sell $2 billion o-day cash management bills today and said that the weekly sale of $1 billion of three-month and six-month bills will take place today, as usual, but the sale will settle tomorrow instead of Thursday.', 'By moving the settlement date ahead, the Treasury can raise money under the $ trillion debt ceiling that is in effect through tomorrow, after which it reverts to $ trillion.', 'The market also was hurt by rumors that Nippon Kangyo Kakumaru, a Japanese brokerage firm, was unloading some of th-year bonds it recently purchased.', 'One dealer said the talk was that the firm sold about $ million of bellwethe-year bonds.']"
