target,context
Bankers believed in the greater-fool theory that says somebody else is always willing to pay more.,"['""The pricing will become more realistic, which should help management,"" said Bruce Rosenthal, a New York investment banker with Nathan S. Jonas & Co. ""Investors aren\'t going to be throwing money at any of the proposed LBOs, but doing deals on the basis of ridiculous assumptions never made sense, either.""', 'Earlier this year, bankers and other investors were willing to provide financing because they assumed there would be major gains in both profitability and sales, Mr. Rosenthal added.', 'Those days are over now, he believes.', '""Competition from third parties who have cash and are prepared to buy has always existed and will continue,"" added Mr. Rosenthal.', '""But when prices were crazy, it was even harder to do an LBO.']"
"None believe the proposed management LBOs will be easy to complete, especially at B. Altman & Co., which is under Chapte bankruptcy protection.","['This is no longer true today.""', 'At Saks Fifth Avenue, Paul Leblang, senior vice president, marketing, agreed that lower prices will help his management team in their proposed LBO.', '""Having to take on less debt would certainly be an advantage,"" said Mr. Leblang.', '""It would also help us in our search for equity partners.', 'To make an LBO work, now we are going to need more than just junk bonds.""']"
They also believe that UAL was the biggest position for most other arbs.,"['Several other stocks owned by takeover traders continued to fall.', 'Many takeover stocks rebounded somewhat yeterday, but none made up all of their sharp declines on Friday.', ""Despite the losses, there haven't been any reports of arbitrage or brokerage firms that have encountered serious financial difficulties."", 'For most takeover-stock traders, huge profits from booming takeover activity last year would provide a cushion against current losses.', 'Arbitragers at several major Wall Street securities firms said that UAL was by far the biggest stock position that they owned.']"
"Arbs believed that major banks would easily finance the UAL buy-out group's $ billion bid, and were stunned on Friday when the group couldn't obtain the necessary loans.","[""Despite the losses, there haven't been any reports of arbitrage or brokerage firms that have encountered serious financial difficulties."", 'For most takeover-stock traders, huge profits from booming takeover activity last year would provide a cushion against current losses.', 'Arbitragers at several major Wall Street securities firms said that UAL was by far the biggest stock position that they owned.', 'They also believe that UAL was the biggest position for most other arbs.', '""In the arbitrage community, UAL was viewed as being a very safe deal,"" said one trader.']"
"So, many Californians believe they can get by without it.","[""In this case, that's about $,."", ""It suddenly dawns on Mr. Hammack that rebuilding the house in Los Gatos, an affluent community in Santa Clara County, may cost more than Aetna's policy will pay."", '""We can lose money on this,"" he says.', '""And you didn\'t want me to buy earthquake insurance,"" says Mrs. Hammack, reaching across the table and gently tapping his hand.', 'Earthquake insurance costs about $2 to $4 annually for every $ of value, and high deductibles mean it generally pays only when there is a catastrophe.']"
I believe the risk for each individual stock selected by your pros is very large.,"['Mr. Dorfman states that an investor who invested $, a year ago in the first four stocks selected by your pros and then sold those one month later, purchasing the four new pro picks, and repeated this process for the year would have accumulated $,, excluding account dividends, taxes and commissions.', 'In contrast, an investor holding the Dow Jones portfolio over the year would have accumulated only $,.', 'Accepted theories of asset pricing offer a perfectly legitimate explanation.', 'Accepted theories state that investors require higher returns on riskier investments.', 'Thus, rather than seeing the excess returns to the pro-selected portfolio as being abnormal, I see those returns as simply compensations for taking on added risk.']"
"With an untrained local labor pool, many experts believe, that policy could drive businesses from the city.","['Then, two days before receiving an endorsement from environmental groups, Mr. Dinkins promised he would issue a three-year moratorium on construction of garbage-incinerator plants.', ""That announcement was roundly criticized by Mayor Koch -- who has endorsed Mr. Dinkins -- because the city faces a garbage crisis and has already spent $5 million planning for an incinerator that would be scrapped under Mr. Dinkins's proposal."", ""While his public statements have at times been confusing, Mr. Dinkins's position papers have more consistently reflected anti-development sentiment."", 'He favors a form of commercial rent control, which the financial community believes would make it more difficult to attract investment in the city.', 'In the midst of a labor shortage, he proposes linking city subsidies to businesses to their record of hiring New York City residents.']"
Some business leaders and others also believe that Mr. Dinkins would place significant responsibility in the hands of a deputy mayor with a strong administrative background.,"['But as the Dinkins campaign hit tough times this month, Andrew Cuomo, the politically seasoned son of the New York governor, is also said to have taken a more active role on strategy.', ""Another close ally is Ruth Messinger, a Manhattan city councilwoman, some of whose programs, such as commercial rent control, have made their way into Mr. Dinkins's position papers."", 'If she remains influential with Mr. Dinkins, as some suggest she will, his mayoralty may take on a more anti-development flavor.', 'But Lincoln Center President Nathan Leventhal, who would head a Dinkins transition team, is more mainstream, as is real-estate executive Anthony Gliedman, another insider.', 'Mr. Dinkins also has said he would receive economic advice from a board that would include American Express Co. chairman James D. Robinson III, investment banker Felix Rohatyn, leveraged-buy-out specialist Reginald Lewis and attorney Joseph Flom.']"
"Many believe that without a healthy futures exchange, Hong Kong's aspirations to be recognized as an international financial center will suffer.","[""The Securities and Futures Commission, a government watchdog set up after th crash to try to restore confidence and order to Hong Kong's markets, had been expected to give the contract conditional approval last week."", 'But regulators this week said futures-exchange officials still have a way to go before they answer all the remaining detailed questions about the contract.', 'The exchange had forecast that the contract would begin trading by December.', ""But securities regulators now say privately that it isn't likely to start until the first quarter of next year."", 'Analysts and financial officials in the British colony consider the new contract essential to the revival of the Hong Kong Futures Exchange, which has never fully recovered from the Octobe crash.']"
"I believe we have to take a shot at getting as much done as we can through the court, through Justice and through state and federal regulatory agencies.","['They could no longer be classified as what Columbia regarded them, namely long-term investments.', ""Congress's ham-handed treatment of the existing structure of junk-bond holdings reminds us of a story in the Journal earlier this year about the Baby Bell companies' desire to have the court-ordered bans lifted on offering information services."", 'The issue of seeking relief from Congress was raised to Delbert Staley, the chairman of Nynex.', 'Mr. Staley replied:', '""Legislation tends to be compromised.']"
"Although Georgia Gulf hasn't been eager to negotiate with Mr. Simmons and NL, a specialty chemicals concern, the group apparently believes the company's management is interested in some kind of transaction.","[""He also said that the group reduced its offer because it wasn't allowed to see Georgia Gulf's confidential financial information without agreeing that it wouldn't make an offer unless it had Georgia Gulf's consent."", 'In a letter to Georgia Gulf President Jerry R. Satrum, Mr. Martin asked Georgia Gulf to answer its offer by Tuesday.', ""It wasn't clear how NL and Mr. Simmons would respond if Georgia Gulf spurns them again."", ""Mr. Martin said they haven't yet decided what their next move would be, but he didn't rule out the possibility of a consent solicitation aimed at replacing Georgia Gulf's board."", 'In other transactions, Mr. Simmons has followed friendly offers with a hostile tender offer.']"
"""You either believe Seymour can do it again or you don't.""","['But Mr. Barnum called that ""a worst-case"" scenario.', 'The filing on the details of the spinoff caused Cray Research stock to jump $ yesterday to close at $38 in New York Stock Exchange composite trading.', ""Analysts noted yesterday that Cray Research's decision to link its $9 million promissory note to Mr. Cray's presence will complicate a valuation of the new company."", '""It has to be considered as an additional risk for the investor,"" said Gary P. Smaby of Smaby Group Inc., Minneapolis.', '""Cray Computer will be a concept stock,"" he said.']"
Cathryn Rice could hardly believe her eyes.,[]
I believe you have to use the system to change it.,"['Mr. Watson says Mrs. Yeargin never complained to school officials that the standardized test was unfair.', '""Do I have much sympathy for her?""', 'Mr. Watson asks.', '""Not really.', 'I believe in the system.']"
The declaration by Economy Minister Nestor Rapanelli is believed to be the first time such an action has been called for by an Argentine official of such stature.,['Argentina said it will ask creditor banks to halve its foreign debt of $64 billion -- the third-highest in the developing world.']
"Takuma Yamamoto, president of Fujitsu Ltd., believes ""the `money worship' among young people . . . caused the problem.""","['Your Oct. 6 article ""Japan\'s Financial Firms Lure Science Graduates"" states, ""Industrial companies are accusing financial institutions of jeopardizing Japan\'s economy by raising the salary stakes for new employees.""', 'The Japanese industrial companies should know better.', ""They are barking up the wrong tree, because it is basically their fault they can't attract new employees.""]"
"Medical researchers believe the transplantation of small amounts of fetal tissue into humans could help treat juvenile diabetes and such degenerative diseases as Alzheimer's, Parkinson's and Huntington's.",['The Department of Health and Human Services plans to extend its moratorium on federal funding of research involving fetal-tissue transplants.']
"Many people believe the growth in dividends will slow next year, although a minority see double-digit gains continuing.","['Indeed, analysts say that payouts have sometimes risen most sharply when prices were already on their way down from cyclical peaks.', ""I, for example, dividends on the stocks in Standard & Poor'-stock index soare%, following much slower growth the year before."", 'The S&P index started sliding in price in Septembe, and fel% i -- despite % expansion in dividends that year.', ""That pattern hasn't always held, but recent strong growth in dividends makes some market watchers anxious."", ""Payouts on the S& stocks ros% i, according to Standard & Poor's Corp., and Wall Street estimates fo growth are generally betwee% an%.""]"
The people with a stake in Nevada's gambling industry believe that they have barely tapped the potentially huge family trade.,"['Other casino owners, Circus Circus among them, are financing their expansion with their own cash and revolving credit lines from local lenders such as First Interstate Bank of Nevada.', 'Will the investments pay off?', 'The growth of Las Vegas tourism in recent years persuades lenders that they will.', 'Casino revenues and hotel occupancy rates are high.', ""Last year, the tourists left $3 billion with the area's casinos, nearl% more than i.""]"
NIH staff members believe the guidelines are essential to prevent the escalation of problems that have already begun to surface in scientific ventures.,"['The proposed guidelines could also delay commercialization -- and force small companies to waste scarce capital, entrepreneurs say.', 'If start-ups can\'t have early access to research being conducted at institutions, ""we have to replicate it ourselves or do without the research,"" says Ruth Emyanitoff, manager of business development at Applied bioTechnology Inc., a Cambridge, Mass., concern.', 'Duplicating research is both costly and time-consuming for a start-up, Ms. Emyanitoff says.', 'For its part, NIH insists that its guidelines ""should not stifle research creativity or technology transfer from the research laboratory to commercial use.""', 'Universities such as Harvard and MIT should be able to develop a way to act as brokers for the individual scientists, says Katherine Bick, who oversees the huge NIH grants program as its deputy director for extramural research.']"
A major reason is that they believe the Packwood-Roth plan would lose buckets of revenue over the long run.,"['The two lawmakers sparred in a highly personal fashion, violating usual Senate decorum.', 'Their tone was good-natured, with Mr. Packwood saying he intended to offer the proposal again and again on future legislation and Sen.', 'Mitchell saying he intended to use procedural means to block it again and again.', ""Although the proposal, authored by Mr. Packwood and Sen. William Roth (R., Del.), appears to have general backing by Republicans, their votes aren't sufficient to pass it."", 'And Democrats, who are under increasing pressure from their leaders to reject the gains-tax cut, are finding reasons to say no, at least for now.']"
"""We believe that the vast majority of imported material is safe.","['A committee of gem dealers investigates the source of some ""hot"" blue topaz stones recently reported by a Hong Kong jewelry manufacturer.', 'In the U.S., radiation limits are set and monitored by the Nuclear Regulatory Commission, which licenses reactors that process the topaz.', ""The agency is working on licensing importers but doesn't currently monitor imports."", 'Topaz, a translucent mineral that is often whitish when taken from the ground, can be turned blue by irradiation, which transforms it into a gemstone that looks like an aquamarine.', '""The {stones} that were irradiated in the U.S. are safe,"" says John Hickey, chief of the NRC operations branch, Washington.']"
Continentals believe that the strongest growth area will be southern Europe.,"['Some jewelers have Geiger counters to measure topaz radiation.', 'CAPITAL TRAVELS to Europe a unification nears.', ""Boston's Advent International raises $ million from U.S. pension funds and other institutions to invest in Europe."", ""Other venture capitalists are already there: MMG Patricof Group and its Alan Patricof Associates, New York; Burr, Egan, Deleage & Co., Boston; and San Francisco's Hambrecht & Quist have about $ million to invest in European companies."", 'European venture capital funds total about $14 billion and are expected to continue growin% annually.']"
The commission believes that improving AM service would broaden listening selections and increase options for advertisers.,"[""DRACULA'S BUSY this time of year, but a visit to his Transylvania castle is part of a Chicago-based Unitours trip in the spring, presumably the count's off-season."", 'RADIO MALAISE draws the ear of the Federal Communications Commission.', 'AM radio, which has been losing listeners to FM channels since ths, approaches ths with a diminished voice.', 'But it may have a good listener in Washington.', 'The FCC plans to hear a day of testimony Nov. 16 on the plight of AM radio.']"
"He believes the tax code encourages the use of debt instead of stock and may fuel leveraged buy-outs, an area the SEC doesn't regulate directly but one where it wields influence both on Wall Street and in Congress.","['Like his predecessor, David Ruder, he was faced with a crisis in the stock markets soon after coming into office.', 'But unlike Mr. Ruder, who during th crash damaged himself by saying rather offhandedly that the markets might be closed, Mr. Breeden is turning the market drop to his own advantage, using it to further his agenda for the SEC.', 'In an interview and in congressional testimony, he repeatedly points to the recen-point plunge in the Dow Jones Industrial Average -- the second-largest ever -- as evidence of the need for Congress to give the SEC the ability to better monitor leveraged buy-out loan activity by brokerage firms and to track big trades in the market.', 'A veteran of another financial crisis, the savings-and-loan bailout, Mr. Breeden wants to have the SEC regulate securities issued by banks and S&Ls.', 'More broadly, he wants to ""modernize"" regulation by eliminating barriers between commercial and investment banking and by helping U.S. financial firms compete in the global market.']"
He believes the next area of technical support is at the $ level.,"['That interest has been lacking for a long time, he said.', 'COPPER: Futures prices fell.', 'The December contract droppe.35 cents to settle at $ a pound.', ""Mr. O'Neill said copper's price action this week indicates general weakness."", '""It easily violated major support at $ and then {yesterday} closed under secondary support at $,"" he said.']"
He also believes that the market may have already discounted any good news that might be associated with this strike.,"[""Mr. O'Neill said copper's price action this week indicates general weakness."", '""It easily violated major support at $ and then {yesterday} closed under secondary support at $,"" he said.', 'He believes the next area of technical support is at the $ level.', ""Mr. O'Neill said the market was hit on Wednesday with the news that the atmosphere surrounding the negotiations on the strike at Bougainville, Papua New Guinea, may have improved."", 'But he said he doubts that a settlement is anywhere in sight.']"
"He believes that the major cocoa buyers are well aware of the sad state of the market and are taking advantage of the weakening prices by doing ""scale-down buying.""","['Bert Ruiz, soft commodity specialist at Balfour, Maclaine Futures Inc., said that all week he has seen increasing open interest and declining prices -- an almost certain sign that additional selling of contracts is taking place.', 'Open interest is the number of outstanding contracts that remain to be settled either by an opposite trade or delivery.', '""I think trade interests are hedging their physical cocoa with new sales,"" he said.', 'He also pointed out that the volume on Wednesday wa, contracts, which for cocoa is extremely heavy.', 'Mr. Ruiz said that the producers of cocoa have no choice but to sell their stocks because of their need for hard currencies.']"
"They believe the media, including ""Batibot,"" have played a crucial role.","['Mrs. Brown calls the modern-day cultural ambivalence to Filipino a ""language schizophrenia.""', 'The issue has been simmering for years.', ""It doesn't take much to provoke an intense debate."", 'When President Corazon Aquino, whose command of Filipino is spotty, announced last year that the language would be used in official communications, there was an uproar from many legislators, who continue to conduct debates mostly in English.', 'But many proponents of Filipino see resistance to the language finally crumbling.']"
"The Soviets are widely believed to need additional supplies, despite running up record one-month purchases o million bushels of corn in October.","[""Trading was muted in part because of the observance of All Saints' Day across much of Europe."", 'Continued export demand also supported prices.', 'As an indicator of the tight grain supply situation in the U.S., market analysts said that late Tuesday the Chinese government, which often buys U.S. grains in quantity, turned instead to Britain to bu, metric tons of wheat.', 'Traders said prices also were supported by widespread rumors that the Soviet Union is on the verge of receiving most favored nation status from the U.S.', 'That designation would, among other things, provide more generous credit terms under which the Soviets could purchase grain.']"
"Moreover, the framers believed that the nation needed a unitary executive with the independence and resources to perform the executive functions that the Confederation Congress had performed poorly under the Articles of Confederation.","['This interpretation was officially endorsed by Congress i in the Iran-Contra Report.', 'As partisans of congressional power understand, a ""power of the purse"" so broadly construed would emasculate the presidency and swallow the principle of separation of powers.', 'It is not supported by the text or history of the Constitution.', ""The framers hardly discussed the appropriations clause at the Constitutional Convention o, according to Madison's notes."", 'To the extent they did, their concern was to ensure fiscal accountability.']"
"In addition, it is believed to offer a cost-sharing mechanism that would help subsidize the clean-up costs for the dirtiest coal-fired utilities in the country, sparing their customers from exorbitant jumps in their electric bills.","[""People close to the utility industry said Mr. Dingell's proposal appears to guarantee only an estimated seven-million-ton cut in annual sulfur-dioxide emissions that lead to acid rain, though additional cuts could be ordered later."", ""Mr. Bush's legislative package promises to cut emissions b million tons -- basically in half -- by the yea."", ""Although final details weren't available, sources said the Dingell plan would abandon the president's proposal for a cap on utilities' sulfur-dioxide emissions."", 'That proposal had been hailed by environmentalists but despised by utilities because they feared it would limit their growth.', 'It also would junk an innovative market-based system for trading emissions credits among polluters.']"
"Publishing officials believe that while Random House has enjoyed spectacular growth and has smoothly integrated many acquisitions in recent years, some of the bigger ones haven't been absorbed so easily.","[""Mr. Newhouse, meanwhile, insisted that he isn't unhappy with Mr. Bernstein or the performance of Random House, the largest trade publishing house in the U.S."", ""The company said the publisher's annual sales volume increased to $ million from $40 million during Mr. Bernstein's tenure."", '""Bob has handled the extraordinary growth of the company quite brilliantly,"" said Mr. Newhouse.', '""The company is doing well, it\'s stable, it\'s got good people.', 'Bob has an agenda and this seemed like the natural time.""']"
"And they believe the Big Board, under Mr. Phelan, has abandoned their interest.","['The indexers charge only a few pennies per $ managed.', 'Today, about $ billion, o% of all pension-fund stock investments, is held by index funds.', 'The new Wall Street of computers and automated trading threatens to make dinosaurs of th Big Board stock-specialist firms.', 'These small but influential floor brokers long have earned fat returns o% t% a year on their capital, by virtue of their monopoly in making markets in individual stocks.', 'The specialists see any step to electronic trading as a death knell.']"
"But she believes that ""program trading creates deviant swings.","['He notes that program traders have a commission cost advantage because of the quantity of their trades, that they have a smaller margin requirement than individual investors do and that they often can figure out earlier where the market is heading.', ""But he blames program trading for only some of the market's volatility."", 'He also considers the market overvalued and cites the troubles in junk bonds.', 'He adds: ""The market may be giving us another message, that a recession is looming.""', 'Or, as Dorothy Arighi, an interior decorator in Arnold, Calif., puts it: ""All kinds of funny things spook the market these days.""']"
"She believes that the only answer for individuals is to ""buy stocks that'll weather any storm.""","['""If you could get the rhythm of the program trading, you could take advantage of it.""', 'What else can a small investor do?', 'Scott Taccetta, a Chicago accountant, is going into money-market funds.', 'Mr. Taccetta says he had just recouped the $ he lost in th crash when he lost more money last Oct. 13.Now, he plans to sell all his stocks by the first quarter o.', 'In October, before the market dropped, Mrs. Arighi of Arnold, Calif., moved to sell the ""speculative stocks"" in her family trust ""so we will be able to withstand all this flim-flammery"" caused by program trading.']"
Ms. Avedisian believes that the mutual funds are selling muni bonds that have a negative convexity -- those that have appreciated in price slowly relative to the decline in interest rates.,"['The recent natural disasters, and the need of many other cities to rebuild crumbling infrastructure, suggests that supply of new issues will continue to rise sharply -- even as demand tapers off.', '""There is just so much going on that it\'s difficult to pick just one factor that\'s driving the market,"" said Ronald Ian Heller, vice president at First Chicago Capital Markets Inc., a subsidiary of First Chicago Corp.', 'Some of the recent selling could actually be considered a positive sign.', 'Mutual funds, for example, are said to be selling existing municipal bonds to raise cash to buy new issues.', 'Because municipal bonds yields have risen at a time when interest rates generally have fallen, some portfolio managers are assuming that bonds bought now will appreciate in value as the municipal bond market rebounds.']"
She believes the impact of losses from these catastrophes isn't likely to halt the growth of the industry's surplus capital next year.,"[""This estimate doesn't include claims under workers' compensation, life, health disability and liability insurance and damage to infrastructure such as bridges, highways and public buildings."", 'The estimated earthquake losses are low compared with the $4 billion in claims that insurers face from Hurricane Hugo, which ripped through the Caribbean and the Carolinas last month.', ""That's because only abou% of California homes and businesses had earthquake insurance to cover the losses."", ""However, insurance brokers and executives say that the combination of the Bay area earthquake, Hugo and last week's explosion at the Phillips Petroleum Co. 's refinery in Pasadena, Texas, will cause property insurance and reinsurance rates to jump."", ""Other insurance rates such as casualty insurance, which would cover liability claims, aren't likely to firm right away, says Alice Cornish, an industry analyst with Northington Research in Avon, Conn.""]"
Mr. Thompson is believed to have a mandate from the board of directors to help improve the Merc's tarnished reputation as an exchange whose floor traders don't follow the rules very well.,"[""On Friday, the Merc's board announced that it had approved Sabine Pipe Line Co. 's Henry Hub in Erath, La., as the delivery site for its long-awaited natural gas futures contract."", 'It also said that it would start trading the contract as soon as the CFTC approved it.', 'The CFTC ha days to respond to such applications.', 'The Merc first started working on developing this contract i.', 'Only three weeks earlier, the Merc had turned to one of its own executives, 40-year-old R. Patrick Thompson, to replace Rosemary T. McFadden as president.']"
Mr. Thompson believes the case for working together is stronger now than ever.,"['""We recognized the problem and took care of it.""', 'He says that even if the natural gas contract boosts volume at the exchange strongly, th business plan calls for having adequate compliance people to ensure that exchange rules are being followed.', 'For years the five New York exchanges have been talking about cooperating in various aspects of their business in order to improve the efficiency of their operations.', 'Periodically, there has even been talk of mergers between one or more exchanges.', 'So far there is little to show for such efforts.']"
Kellogg's current share is believed to be slightly unde% while General Mills' share is abou%.,"[""The company's president quit suddenly."", 'And now Kellogg is indefinitely suspending work on what was to be a $1 billion cereal plant.', 'The company said it was delaying construction because of current market conditions.', ""But the Memphis, Tenn., facility wasn't to begin turning out product unti, so the decision may reveal a more pessimistic long-term outlook as well."", ""Kellogg, which hasn't been as successful in capitalizing on the public's health-oriented desire for oat bran as rival General Mills Inc., has been losing share in the $6 billion ready-to-eat cereal market.""]"
"What's more, he believes seasonal swings in the auto industry this year aren't occurring at the same time as in the past, because of production and pricing differences that are curbing the accuracy of seasonal adjustments built into the employment data.","[""But the important factory-jobs segment, which last month plunged b, positions and raised recession fears, is most likely to be skewed by the month's unusual events."", ""Several other reports come before Friday's jobs data, including: the September leading indicators index, new-home sales and October agricultural prices reports due out tomorrow; the October purchasing managers' index and September construction spending and manufacturers' orders on Wednesday; and October chain-store sales on Thursday."", 'Friday brings the final count on October auto sales.', '""The employment report is going to be difficult to interpret,"" said Michael Englund, economist with MMS International, a unit of McGraw-Hill Inc., New York.', ""Mr. Englund added that next month's data isn't likely to be much better, because it will be distorted by San Francisco's earthquake.""]"
"Construction spending is believed to have slipped abou.5% from August levels, although economists noted the rate probably will pick up in the months ahead in response to hurricane and earthquake damage.","[""Data Resources' Mr. Wyss added that he will be keeping a closer eye than ususal on October chain-store sales."", 'Usually, October ""isn\'t a very interesting month {for retail figures} because school clothes have been bought and people are waiting for December to buy Christmas presents,"" he said.', ""But Mr. Wyss said he will watch the numbers to get an inkling of whether consumers' general buying habits may slack off as much as their auto-buying apparently has."", 'He noted that higher gasoline prices will help buoy the October totals.', ""Seasonal factors are also expected to have taken their toll on September new-home sales, which are believed to have fallen sharply from August', units.""]"
"Although the Bank of England's tight monetary policy has fueled worries that Britain's slowing economy is headed for a recession, it is widely believed that Mr. Lawson's willingness to prop up the pound with interest-rate increases helped stem pound selling in recent weeks.","['As far as the pound goes, some traders say a slide toward support at $ may be a favorable development for the dollar this week.', 'While the pound has attempted to stabilize, currency analysts say it is in critical condition.', ""Sterling plunged about four cents Thursday and hit the week's low of $ when Mr. Lawson resigned from his six-year post because of a policy squabble with other cabinet members."", 'He was succeeded by John Major, who Friday expressed a desire for a firm pound and supported the relatively high British interest rates that he said ""are working exactly as intended"" in reducing inflation.', ""But the market remains uneasy about Mr. Major's policy strategy and the prospects for the pound, currency analysts contend.""]"
Individuals close to the situation believe Ford officials will seek a meeting this week with Sir John to outline their proposal for a full bid.,"[""With the golden share as protection, Jaguar officials have rebuffed Ford's overtures, and moved instead to forge an alliance with GM."", ""Jaguar officials have indicated they are close to wrapping up a friendly alliance with GM that would preserve Jaguar's independence, but no deal has been announced."", ""Ford, on the other hand, has said it's willing to bid for all of Jaguar, despite the objections of Jaguar chairman Sir John Egan."", ""Analysts continued to speculate late last week that Ford may try to force the issue by calling for a special shareholder's meeting and urging that the government and Jaguar holders remove the barriers to a full bidding contest before Decembe."", ""But a Ford spokeswoman in Dearborn said Friday the company hasn't requested such a meeting yet.""]"
The companies in question believe the analysts are too pessimistic.,"['""It won\'t be an earthshaking drop,"" a Weyerhaeuser spokesman says.', 'Last week Mr. Adler lowered his rating from hold to ""avoid"" on Boise Cascade, Champion International, Great Northern Nekoosa, International Paper, Louisiana Pacific and Weyerhaeuser.', ""Oppenheimer's Mr. Palmero, meanwhile, is steering clear of Gaylord Container, Stone Container and Federal Paper Board."", 'Mr. Schneider is cool to Georgia Pacific and Abitibi-Price.', 'Lawrence Ross of PaineWebber would avoid Union Camp.']"
"But they believe themselves to be serving, and they begin to respect themselves (and others), to take control of their lives, to think of the future.","['But some whom nothing else is reaching are transformed.', 'Learning skills, producing something cooperatively, feeling useful, they are no longer dependent -- others now depend on them.', 'Even if it is cheaper to build playgrounds or paint apartments or plant dune-grass with paid professionals, the effects on the young people providing those services alter the calculation.', 'Strictly speaking, these youth are not performing service.', 'They are giving up no income, deferring no careers, incurring no risk.']"
The affiliation is believed to be the first such cross-border arrangement among major law firms.,"[""Antitrust laws provide that injured parties may be reimbursed for lawyers' fees."", 'But Shepard Goldfein, an attorney for the NFL, says his client will consider asking for another hearing or appealing to the U.S. Supreme Court.', 'Mr. Goldfein, of Skadden, Arps, Slate, Meagher & Flom in New York, says the ruling is wrong and the fee award is excessive because the USFL lost its major claims, including its contention that the NFL restrained trade through television contracts.', '""The USFL was not the prevailing party,"" Mr. Goldfein insists.', 'HOUSTON-CALGARY ALLIANCE: Fulbright & Jaworski of Houston and Fenerty, Robertson, Fraser & Hatch of Calgary, Alberta, are affiliating to help serve their energy-industry clients.']"
Labor's Visa card is believed to be the first linked to a British political party.,"['Fund official Simon Lyster said world trade in wildlife was estimated to total $5 billion of business annually.', 'A NATO project to build a frigate for ths was torpedoed by the pull-out of three of its eight participating nations.', 'Britain, France and Italy announced technical reasons for withdrawing, but some officials pointed to growing reluctance among the allies to commit themselves to big defense spending while East-West disarmament talks show signs of success.', ""Small wonder that Britain's Labor Party wants credit controls."", ""A few hours after the party launched its own affinity credit card earlier this month, the Tories raised the nation's base interest rate.""]"
"Earnings for most of the nation's major pharmaceutical makers are believed to have moved ahead briskly in the third quarter, as companies with newer, big-selling prescription drugs fared especially well.",[]
"Until recently, industry analysts believed decreases in retail ad spending had bottomed out and would in fact increase in this year's third and fourth quarters.","['Newspaper publishers are reporting mixed third-quarter results, aided by favorable newsprint prices and hampered by flat or declining advertising linage, especially in the Northeast.', 'Adding to unsteadiness in the industry, seasonal retail ad spending patterns in newspapers have been upset by shifts in ownership and general hardships within the retail industry.', ""In New York, the Bonwit Teller and B. Altman & Co. department stores have filed for protection from creditors under Chapte of the federal Bankruptcy Code, while the R.H. Macy & Co., Bloomingdale's and Saks Fifth Avenue department-store chains are for sale."", 'Many papers throughout the country are also faced with a slowdown in classified-ad spending, a booming category for newspapers in recent years.']"
"Some analysts, such as Murray Grossner of Toronto-based Richardson Greenshields Inc., believe the government ruling leaves the door open for other bidders, such as Switzerland's Ciba-Geigy and Chiron Corp. of Emeryville, Calif.","['""This has become a very politicized deal, concerning Canada\'s only large, world-class bio-research or pharmaceutical company,"" Mr. Mehta said.', ""Mr. Mehta said the move that could allow the transaction to go ahead as planned could be an out-of-court settlement of Connaught's dispute with the University of Toronto."", 'The University is seeking to block the acquisition of Connaught by foreign interests, citing concerns about the amount of research that would be done in Canada.', 'The university is considering a settlement proposal made by Connaught.', 'While neither side will disclose its contents, Mr. Mehta expects it to contain more specific guarantees on research and development spending levels in Canada than Merieux offered to Investment Canada.']"
"Mr. Perkins believes, however, that the market could be stabilized if California investor Marvin Davis steps back in to the United bidding with an offer of $ a share.","['""We hope to take advantage of it,"" said John Snyder, a member of a Los Angeles investors\' club.', 'He has four stocks in mind to buy if the prices drop to the level he wants.', ""Not everyone is reacting so calmly, however, and many wonder about the long-term implications of what is widely viewed as the cause of Friday's slide, reluctance by banks to provide financing for a buy-out of UAL Corp., parent of United Airlines."", 'Marc Perkins, a Tampa, Fla., investment banker, said the market drop is one of ""a tremendous number of signs that the leveraged take-out era is ending.', 'There\'s no question that there\'s a general distaste for leverage among lenders.""']"
Some believe P&G's interest in a superconcentrated detergent goes beyond the concern for the Japanese.,"['Then retailers ""will probably push the {less-established} brands out altogether,"" he says.', 'Competition is bound to get tougher if Kao introduces a product like Attack in the U.S.', ""To be sure, Kao wouldn't have an easy time taking U.S. market share away from the mighty P&G, which has abou% of the market."", ""Kao officials previously have said they are interested in selling detergents in the U.S., but so far the company has focused on acquisitions, such as last year's purchase of Andrew Jergens Co., a Cincinnati hand-lotion maker."", 'It also has a product-testing facility in California.']"
"While some in the U.S. contend that advertising is the bane of television, here many believe that its absence is to blame for the European TV industry's sluggish development.","['""The trend is pretty well established now that local programs are the most popular, with American programs second,"" says Brian Wenham, a former director of programs for the British Broadcasting Corp.', '""Given a choice, everybody will watch a home-produced show.""', ""But frequently there isn't much choice."", 'Thus, Europe has begun the recent crusade to produce more worthy shows of its own, programs with broader appeal.', '""We\'ve basically got to start from scratch, to train writers and producers to make shows that other people will want to see,"" concedes Colin Young, head of Britain\'s National Film Theatre School.']"
